N	measure_1	measure_2	test_statistic	pvalue
50	Wilcoxon	LLR	0.893454535141449	0.3834041560126503
50	Wilcoxon	TF-IDF	0.6998227234744838	0.4929841590765819
50	KLD	Zeta_orig	-1.1499576619953096	0.26521114796492956
50	KLD	Zeta_log	-1.6889874177228414	0.10846912323851446
50	KLD	RRF	6.932165423479132	1.7694860679356806e-06
50	KLD	Eta	-0.7976584456534476	0.4354658914377393
50	KLD	Welch	-3.103591001475868	0.006130966166357976
50	KLD	Wilcoxon	-2.450235476935443	0.02473142910986027
50	KLD	KLD	0.0	1.0
50	KLD	χ2	0.2614678213728853	0.7967001322904477
50	KLD	LLR	-1.8776270075446944	0.07673392994718047
50	KLD	TF-IDF	-1.6095690229250275	0.12488933360980553
50	χ2	Zeta_orig	-1.20853814749657	0.2424778980695969
50	χ2	Zeta_log	-1.6585490874987534	0.11453019834177035
50	χ2	RRF	5.410633969121384	3.851055308554028e-05
50	χ2	Eta	-0.9139941081197616	0.37280127071625024
50	χ2	Welch	-2.7360442985165463	0.01357019613979763
50	χ2	Wilcoxon	-2.2688677395126353	0.035809946107507346
50	χ2	KLD	-0.2614678213728853	0.7967001322904477
50	χ2	χ2	0.0	1.0
50	χ2	LLR	-1.75092529644182	0.09698210375246841
50	χ2	TF-IDF	-1.5919243878683966	0.12881056123697301
50	LLR	Zeta_orig	0.4457256086190324	0.6611102141670564
50	LLR	Zeta_log	-0.14381068424384588	0.8872477713951952
50	LLR	RRF	9.565981089282488	1.7600589952493176e-08
50	LLR	Eta	0.8490495272598071	0.4070044272397533
50	LLR	Welch	-1.4666474743653057	0.15972579824130378
50	LLR	Wilcoxon	-0.893454535141449	0.3834041560126503
50	LLR	KLD	1.8776270075446944	0.07673392994718047
50	LLR	χ2	1.75092529644182	0.09698210375246841
50	LLR	LLR	0.0	1.0
50	LLR	TF-IDF	-0.05447656142883362	0.9571555780409924
50	TF-IDF	Zeta_orig	0.42707840283438636	0.6743871164424322
50	TF-IDF	Zeta_log	-0.07634576833956058	0.9399861969212444
50	TF-IDF	RRF	8.031359442079959	2.3178023572232644e-07
50	TF-IDF	Eta	0.769776461500887	0.4514171475330596
50	TF-IDF	Welch	-1.12684285910255	0.2746076132673484
50	TF-IDF	Wilcoxon	-0.6998227234744838	0.4929841590765819
50	TF-IDF	KLD	1.6095690229250275	0.12488933360980553
50	TF-IDF	χ2	1.5919243878683966	0.12881056123697301
50	TF-IDF	LLR	0.05447656142883362	0.9571555780409924
50	TF-IDF	TF-IDF	0.0	1.0
100	Zeta_orig	Zeta_orig	0.0	1.0
100	Zeta_orig	Zeta_log	-0.08803621956735645	0.9308199435336368
100	Zeta_orig	RRF	9.670711079150879	1.4913851321837854e-08
100	Zeta_orig	Eta	0.10791160452365875	0.9152595780596968
100	Zeta_orig	Welch	-0.9733653398548004	0.3432717889576504
100	Zeta_orig	Wilcoxon	-0.6900950853906035	0.4989363309096072
100	Zeta_orig	KLD	1.2945559623695089	0.21183502452494932
100	Zeta_orig	χ2	0.3542910123666223	0.7272373367513567
100	Zeta_orig	LLR	-0.19241970217372195	0.8495677178457995
100	Zeta_orig	TF-IDF	0.3709777855819234	0.7149842177363568
100	Zeta_log	Zeta_orig	0.08803621956735645	0.9308199435336368
100	Zeta_log	Zeta_log	0.0	1.0
100	Zeta_log	RRF	8.672622268903256	7.619176428702175e-08
100	Zeta_log	Eta	0.1760883332971213	0.8621904890627303
100	Zeta_log	Welch	-0.7990643735565395	0.43467100196806496
100	Zeta_log	Wilcoxon	-0.5597875010414625	0.5825242876441002
100	Zeta_log	KLD	1.2378846562758345	0.23166277853064596
100	Zeta_log	χ2	0.39400568891966053	0.6982054782997477
100	Zeta_log	LLR	-0.08369745022027116	0.9342207963719478
100	Zeta_log	TF-IDF	0.4092021035271679	0.6872193401994522
100	RRF	Zeta_orig	-9.670711079150879	1.4913851321837854e-08
100	RRF	Zeta_log	-8.672622268903256	7.619176428702175e-08
100	RRF	RRF	0.0	1.0
100	RRF	Eta	-8.747959362006029	6.708481659405887e-08
100	RRF	Welch	-9.174192558194232	3.307687094954685e-08
100	RRF	Wilcoxon	-8.332070464071737	1.3666704296971525e-07
100	RRF	KLD	-7.172871543243232	1.1181388919538145e-06
100	RRF	χ2	-7.509078204278873	5.966957380640743e-07
100	RRF	LLR	-9.41622497982347	2.2353298865844167e-08
100	RRF	TF-IDF	-7.600406239043646	5.044348171185107e-07
100	Eta	Zeta_orig	-0.10791160452365875	0.9152595780596968
100	Eta	Zeta_log	-0.1760883332971213	0.8621904890627303
100	Eta	RRF	8.747959362006029	6.708481659405887e-08
100	Eta	Eta	0.0	1.0
100	Eta	Welch	-0.9899912589944329	0.3353006838065795
100	Eta	Wilcoxon	-0.7297149598366904	0.4749543486234681
100	Eta	KLD	1.1004155841601326	0.28565023695311464
100	Eta	χ2	0.24331209713237928	0.8105149109421591
100	Eta	LLR	-0.27650795852034105	0.7853079233663011
100	Eta	TF-IDF	0.25690849965905566	0.8001630468046467
100	Welch	Zeta_orig	0.9733653398548004	0.3432717889576504
100	Welch	Zeta_log	0.7990643735565395	0.43467100196806496
100	Welch	RRF	9.174192558194232	3.307687094954685e-08
100	Welch	Eta	0.9899912589944329	0.3353006838065795
100	Welch	Welch	0.0	1.0
100	Welch	Wilcoxon	0.17778999997353534	0.8608733975717022
100	Welch	KLD	1.975354343293836	0.06376573268102881
100	Welch	χ2	1.116385415095298	0.278938892770339
100	Welch	LLR	0.7736120349790967	0.4492017433891924
100	Welch	TF-IDF	1.1400122446994931	0.2692242537444966
100	Wilcoxon	Zeta_orig	0.6900950853906035	0.4989363309096072
100	Wilcoxon	Zeta_log	0.5597875010414625	0.5825242876441002
100	Wilcoxon	RRF	8.332070464071737	1.3666704296971525e-07
100	Wilcoxon	Eta	0.7297149598366904	0.4749543486234681
100	Wilcoxon	Welch	-0.17778999997353534	0.8608733975717022
100	Wilcoxon	Wilcoxon	0.0	1.0
100	Wilcoxon	KLD	1.663889187764162	0.11344637056546064
100	Wilcoxon	χ2	0.8790875273715975	0.39093866467744787
100	Wilcoxon	LLR	0.5185594322537981	0.6103843366364257
100	Wilcoxon	TF-IDF	0.897839410797078	0.3811239262810655
100	KLD	Zeta_orig	-1.2945559623695089	0.21183502452494932
100	KLD	Zeta_log	-1.2378846562758345	0.23166277853064596
100	KLD	RRF	7.172871543243232	1.1181388919538145e-06
100	KLD	Eta	-1.1004155841601326	0.28565023695311464
100	KLD	Welch	-1.975354343293836	0.06376573268102881
100	KLD	Wilcoxon	-1.663889187764162	0.11344637056546064
100	KLD	KLD	0.0	1.0
100	KLD	χ2	-0.7510196527223301	0.46234717116908164
100	KLD	LLR	-1.4051830611664515	0.17699109097438337
100	KLD	TF-IDF	-0.7507905778561352	0.46248164233086564
100	χ2	Zeta_orig	-0.3542910123666223	0.7272373367513567
100	χ2	Zeta_log	-0.39400568891966053	0.6982054782997477
100	χ2	RRF	7.509078204278873	5.966957380640743e-07
100	χ2	Eta	-0.24331209713237928	0.8105149109421591
100	χ2	Welch	-1.116385415095298	0.278938892770339
100	χ2	Wilcoxon	-0.8790875273715975	0.39093866467744787
100	χ2	KLD	0.7510196527223301	0.46234717116908164
100	χ2	χ2	0.0	1.0
100	χ2	LLR	-0.4934385512757845	0.6276691702182817
100	χ2	TF-IDF	0.009210720837611345	0.9927523297978019
100	LLR	Zeta_orig	0.19241970217372195	0.8495677178457995
100	LLR	Zeta_log	0.08369745022027116	0.9342207963719478
100	LLR	RRF	9.41622497982347	2.2353298865844167e-08
100	LLR	Eta	0.27650795852034105	0.7853079233663011
100	LLR	Welch	-0.7736120349790967	0.4492017433891924
100	LLR	Wilcoxon	-0.5185594322537981	0.6103843366364257
100	LLR	KLD	1.4051830611664515	0.17699109097438337
100	LLR	χ2	0.4934385512757845	0.6276691702182817
100	LLR	LLR	0.0	1.0
100	LLR	TF-IDF	0.5114186589675439	0.615274343387775
100	TF-IDF	Zeta_orig	-0.3709777855819234	0.7149842177363568
100	TF-IDF	Zeta_log	-0.4092021035271679	0.6872193401994522
100	TF-IDF	RRF	7.600406239043646	5.044348171185107e-07
100	TF-IDF	Eta	-0.25690849965905566	0.8001630468046467
100	TF-IDF	Welch	-1.1400122446994931	0.2692242537444966
100	TF-IDF	Wilcoxon	-0.897839410797078	0.3811239262810655
100	TF-IDF	KLD	0.7507905778561352	0.46248164233086564
100	TF-IDF	χ2	-0.009210720837611345	0.9927523297978019
100	TF-IDF	LLR	-0.5114186589675439	0.615274343387775
100	TF-IDF	TF-IDF	0.0	1.0
200	Zeta_orig	Zeta_orig	0.0	1.0
200	Zeta_orig	Zeta_log	-0.17906723307672504	0.8598850936252229
200	Zeta_orig	RRF	7.8887255231474755	2.9900401280457866e-07
200	Zeta_orig	Eta	0.03434717117993398	0.9729783332690026
200	Zeta_orig	Welch	-0.5177473350581723	0.6109395175032328
200	Zeta_orig	Wilcoxon	-0.49789476300204943	0.6245863805659071
200	Zeta_orig	KLD	1.038616710457275	0.3127344819131387
200	Zeta_orig	χ2	0.3358718129000051	0.7408508952714445
200	Zeta_orig	LLR	0.06514392548803481	0.9487774620018039
200	Zeta_orig	TF-IDF	-0.050454445587254274	0.9603159242934817
200	Zeta_log	Zeta_orig	0.17906723307672504	0.8598850936252229
200	Zeta_log	Zeta_log	0.0	1.0
200	Zeta_log	RRF	7.89157660833784	2.974780202870214e-07
200	Zeta_log	Eta	0.21300970337059877	0.8337132497897854
200	Zeta_log	Welch	-0.32052705272691345	0.7522600015916732
200	Zeta_log	Wilcoxon	-0.2974927581280921	0.7694964740614436
200	Zeta_log	KLD	1.1880802156487233	0.25024237372898245
200	Zeta_log	χ2	0.513259952452891	0.6140116358109076
200	Zeta_log	LLR	0.24789851094888707	0.8070188353904982
200	Zeta_log	TF-IDF	0.1199633705600058	0.9058410126232558
200	RRF	Zeta_orig	-7.8887255231474755	2.9900401280457866e-07
200	RRF	Zeta_log	-7.89157660833784	2.974780202870214e-07
200	RRF	RRF	0.0	1.0
200	RRF	Eta	-7.869546661709197	3.0948320847863485e-07
200	RRF	Welch	-8.750690936469551	6.67767824468681e-08
200	RRF	Wilcoxon	-8.8966382490671	5.2289279764489996e-08
200	RRF	KLD	-6.321771702420932	5.870331157735909e-06
200	RRF	χ2	-7.840453545503469	3.2611499241810674e-07
200	RRF	LLR	-8.081910266783062	2.119120669440506e-07
200	RRF	TF-IDF	-7.462660364197938	6.501523302866792e-07
200	Eta	Zeta_orig	-0.03434717117993398	0.9729783332690026
200	Eta	Zeta_log	-0.21300970337059877	0.8337132497897854
200	Eta	RRF	7.869546661709197	3.0948320847863485e-07
200	Eta	Eta	0.0	1.0
200	Eta	Welch	-0.5544403099727926	0.5861011437415369
200	Eta	Wilcoxon	-0.5352385992827253	0.5990359616010524
200	Eta	KLD	1.0080186906213224	0.3268048251224095
200	Eta	χ2	0.3010136292066644	0.7668535439486446
200	Eta	LLR	0.029890590473042513	0.9764832380967639
200	Eta	TF-IDF	-0.08296300674577624	0.9347966052199077
200	Welch	Zeta_orig	0.5177473350581723	0.6109395175032328
200	Welch	Zeta_log	0.32052705272691345	0.7522600015916732
200	Welch	RRF	8.750690936469551	6.67767824468681e-08
200	Welch	Eta	0.5544403099727926	0.5861011437415369
200	Welch	Welch	0.0	1.0
200	Welch	Wilcoxon	0.030524162135943465	0.9759849300780791
200	Welch	KLD	1.5586824167591282	0.13647998086348853
200	Welch	χ2	0.886470612157051	0.38705462411216585
200	Welch	LLR	0.6022808600400115	0.5544992300515545
200	Welch	TF-IDF	0.4347527294766372	0.6689093066657668
200	Wilcoxon	Zeta_orig	0.49789476300204943	0.6245863805659071
200	Wilcoxon	Zeta_log	0.2974927581280921	0.7694964740614436
200	Wilcoxon	RRF	8.8966382490671	5.2289279764489996e-08
200	Wilcoxon	Eta	0.5352385992827253	0.5990359616010524
200	Wilcoxon	Welch	-0.030524162135943465	0.9759849300780791
200	Wilcoxon	Wilcoxon	0.0	1.0
200	Wilcoxon	KLD	1.5562645965098423	0.13705243201572415
200	Wilcoxon	χ2	0.8734927464868526	0.393898977093168
200	Wilcoxon	LLR	0.5837323604544139	0.5666440158442225
200	Wilcoxon	TF-IDF	0.41424862636576676	0.6835866394122232
200	KLD	Zeta_orig	-1.038616710457275	0.3127344819131387
200	KLD	Zeta_log	-1.1880802156487233	0.25024237372898245
200	KLD	RRF	6.321771702420932	5.870331157735909e-06
200	KLD	Eta	-1.0080186906213224	0.3268048251224095
200	KLD	Welch	-1.5586824167591282	0.13647998086348853
200	KLD	Wilcoxon	-1.5562645965098423	0.13705243201572415
200	KLD	KLD	0.0	1.0
200	KLD	χ2	-0.7552661772541831	0.45985867334628905
200	KLD	LLR	-1.0051129779049675	0.3281638696661259
200	KLD	TF-IDF	-1.0343934041887193	0.3146504209723521
200	χ2	Zeta_orig	-0.3358718129000051	0.7408508952714445
200	χ2	Zeta_log	-0.513259952452891	0.6140116358109076
200	χ2	RRF	7.840453545503469	3.2611499241810674e-07
200	χ2	Eta	-0.3010136292066644	0.7668535439486446
200	χ2	Welch	-0.886470612157051	0.38705462411216585
200	χ2	Wilcoxon	-0.8734927464868526	0.393898977093168
200	χ2	KLD	0.7552661772541831	0.45985867334628905
200	χ2	χ2	0.0	1.0
200	χ2	LLR	-0.2791862668675792	0.7832843697757961
200	χ2	TF-IDF	-0.3679067879345733	0.7172333975379982
200	LLR	Zeta_orig	-0.06514392548803481	0.9487774620018039
200	LLR	Zeta_log	-0.24789851094888707	0.8070188353904982
200	LLR	RRF	8.081910266783062	2.119120669440506e-07
200	LLR	Eta	-0.029890590473042513	0.9764832380967639
200	LLR	Welch	-0.6022808600400115	0.5544992300515545
200	LLR	Wilcoxon	-0.5837323604544139	0.5666440158442225
200	LLR	KLD	1.0051129779049675	0.3281638696661259
200	LLR	χ2	0.2791862668675792	0.7832843697757961
200	LLR	LLR	0.0	1.0
200	LLR	TF-IDF	-0.1131051575209238	0.911199100202553
200	TF-IDF	Zeta_orig	0.050454445587254274	0.9603159242934817
200	TF-IDF	Zeta_log	-0.1199633705600058	0.9058410126232558
200	TF-IDF	RRF	7.462660364197938	6.501523302866792e-07
200	TF-IDF	Eta	0.08296300674577624	0.9347966052199077
200	TF-IDF	Welch	-0.4347527294766372	0.6689093066657668
200	TF-IDF	Wilcoxon	-0.41424862636576676	0.6835866394122232
200	TF-IDF	KLD	1.0343934041887193	0.3146504209723521
200	TF-IDF	χ2	0.3679067879345733	0.7172333975379982
200	TF-IDF	LLR	0.1131051575209238	0.911199100202553
200	TF-IDF	TF-IDF	0.0	1.0
300	Zeta_orig	Zeta_orig	0.0	1.0
300	Zeta_orig	Zeta_log	0.3005434939075257	0.7672062800236639
300	Zeta_orig	RRF	7.6862759602984925	4.311798943290122e-07
300	Zeta_orig	Eta	0.255077072564776	0.8015552653472207
300	Zeta_orig	Welch	-0.3351325734344482	0.7413991424104551
300	Zeta_orig	Wilcoxon	-0.28377080997248966	0.7798242876278102
300	Zeta_orig	KLD	1.1357005299920964	0.2709780747950518
300	Zeta_orig	χ2	0.6569787328020368	0.5195071035081388
300	Zeta_orig	LLR	0.34341161333631387	0.7352673043445975
300	Zeta_orig	TF-IDF	0.1801587998919015	0.8590406441534812
300	Zeta_log	Zeta_orig	-0.3005434939075257	0.7672062800236639
300	Zeta_log	Zeta_log	0.0	1.0
300	Zeta_log	RRF	7.6586319236388025	4.5347183753468424e-07
300	Zeta_log	Eta	-0.016999959186279376	0.9866236666315034
300	Zeta_log	Welch	-0.6616497618118331	0.5165770821062186
300	Zeta_log	Wilcoxon	-0.6249693085850385	0.5398338007247819
300	Zeta_log	KLD	0.8748377822704932	0.3931859498445923
300	Zeta_log	χ2	0.38113238124615617	0.7075662570182925
300	Zeta_log	LLR	0.047130392993124194	0.9629282860351243
300	Zeta_log	TF-IDF	-0.07017101033638103	0.9448312725342805
300	RRF	Zeta_orig	-7.6862759602984925	4.311798943290122e-07
300	RRF	Zeta_log	-7.6586319236388025	4.5347183753468424e-07
300	RRF	RRF	0.0	1.0
300	RRF	Eta	-6.881782318042952	1.949874373095413e-06
300	RRF	Welch	-8.38559344379351	1.2455473227340694e-07
300	RRF	Wilcoxon	-8.736897803264705	6.834744665524032e-08
300	RRF	KLD	-6.475976591091355	4.315462054738888e-06
300	RRF	χ2	-6.935625549829281	1.7577507226499158e-06
300	RRF	LLR	-7.538477580729067	5.65219793388415e-07
300	RRF	TF-IDF	-6.3189058909392015	5.904174782740842e-06
300	Eta	Zeta_orig	-0.255077072564776	0.8015552653472207
300	Eta	Zeta_log	0.016999959186279376	0.9866236666315034
300	Eta	RRF	6.881782318042952	1.949874373095413e-06
300	Eta	Eta	0.0	1.0
300	Eta	Welch	-0.5758298477012128	0.5718600206838429
300	Eta	Wilcoxon	-0.536776629254521	0.5979947408534825
300	Eta	KLD	0.8075435996061089	0.4298962868325573
300	Eta	χ2	0.36134996128575475	0.7220444690373744
300	Eta	LLR	0.05924855949522399	0.9534069697797988
300	Eta	TF-IDF	-0.05074085031693947	0.960090860982909
300	Welch	Zeta_orig	0.3351325734344482	0.7413991424104551
300	Welch	Zeta_log	0.6616497618118331	0.5165770821062186
300	Welch	RRF	8.38559344379351	1.2455473227340694e-07
300	Welch	Eta	0.5758298477012128	0.5718600206838429
300	Welch	Welch	0.0	1.0
300	Welch	Wilcoxon	0.07004151748077123	0.944932904587707
300	Welch	KLD	1.51663249738236	0.1467254000810114
300	Welch	χ2	1.0161174958664199	0.32303785114674766
300	Welch	LLR	0.7028473657200583	0.4911418778217268
300	Welch	TF-IDF	0.4690916419462233	0.6446358411536748
300	Wilcoxon	Zeta_orig	0.28377080997248966	0.7798242876278102
300	Wilcoxon	Zeta_log	0.6249693085850385	0.5398338007247819
300	Wilcoxon	RRF	8.736897803264705	6.834744665524032e-08
300	Wilcoxon	Eta	0.536776629254521	0.5979947408534825
300	Wilcoxon	Welch	-0.07004151748077123	0.944932904587707
300	Wilcoxon	Wilcoxon	0.0	1.0
300	Wilcoxon	KLD	1.5190571835579476	0.1461177404419665
300	Wilcoxon	χ2	0.9956899845949846	0.33259848072186327
300	Wilcoxon	LLR	0.6682252096557297	0.5124682621042824
300	Wilcoxon	TF-IDF	0.4284675855323956	0.6733941395737141
300	KLD	Zeta_orig	-1.1357005299920964	0.2709780747950518
300	KLD	Zeta_log	-0.8748377822704932	0.3931859498445923
300	KLD	RRF	6.475976591091355	4.315462054738888e-06
300	KLD	Eta	-0.8075435996061089	0.4298962868325573
300	KLD	Welch	-1.51663249738236	0.1467254000810114
300	KLD	Wilcoxon	-1.5190571835579476	0.1461177404419665
300	KLD	KLD	0.0	1.0
300	KLD	χ2	-0.47181225579711383	0.6427296901173197
300	KLD	LLR	-0.8219346784382823	0.4218685742202446
300	KLD	TF-IDF	-0.792897544391469	0.43816438068215724
300	χ2	Zeta_orig	-0.6569787328020368	0.5195071035081388
300	χ2	Zeta_log	-0.38113238124615617	0.7075662570182925
300	χ2	RRF	6.935625549829281	1.7577507226499158e-06
300	χ2	Eta	-0.36134996128575475	0.7220444690373744
300	χ2	Welch	-1.0161174958664199	0.32303785114674766
300	χ2	Wilcoxon	-0.9956899845949846	0.33259848072186327
300	χ2	KLD	0.47181225579711383	0.6427296901173197
300	χ2	χ2	0.0	1.0
300	χ2	LLR	-0.3327603234782469	0.7431594511186226
300	χ2	TF-IDF	-0.3842423892826507	0.7053003577469014
300	LLR	Zeta_orig	-0.34341161333631387	0.7352673043445975
300	LLR	Zeta_log	-0.047130392993124194	0.9629282860351243
300	LLR	RRF	7.538477580729067	5.65219793388415e-07
300	LLR	Eta	-0.05924855949522399	0.9534069697797988
300	LLR	Welch	-0.7028473657200583	0.4911418778217268
300	LLR	Wilcoxon	-0.6682252096557297	0.5124682621042824
300	LLR	KLD	0.8219346784382823	0.4218685742202446
300	LLR	χ2	0.3327603234782469	0.7431594511186226
300	LLR	LLR	0.0	1.0
300	LLR	TF-IDF	-0.10838759001018447	0.9148873364361668
300	TF-IDF	Zeta_orig	-0.1801587998919015	0.8590406441534812
300	TF-IDF	Zeta_log	0.07017101033638103	0.9448312725342805
300	TF-IDF	RRF	6.3189058909392015	5.904174782740842e-06
300	TF-IDF	Eta	0.05074085031693947	0.960090860982909
300	TF-IDF	Welch	-0.4690916419462233	0.6446358411536748
300	TF-IDF	Wilcoxon	-0.4284675855323956	0.6733941395737141
300	TF-IDF	KLD	0.792897544391469	0.43816438068215724
300	TF-IDF	χ2	0.3842423892826507	0.7053003577469014
300	TF-IDF	LLR	0.10838759001018447	0.9148873364361668
300	TF-IDF	TF-IDF	0.0	1.0
400	Zeta_orig	Zeta_orig	0.0	1.0
400	Zeta_orig	Zeta_log	-0.6298715745832538	0.5366929301085205
400	Zeta_orig	RRF	6.160670888493959	8.123498128834074e-06
400	Zeta_orig	Eta	-0.19000864425730465	0.85142871930239
400	Zeta_orig	Welch	-1.1817762644244805	0.25267253215375657
400	Zeta_orig	Wilcoxon	-0.5974238755156469	0.5576659956536092
400	Zeta_orig	KLD	0.6738048385746858	0.5089962502706817
400	Zeta_orig	χ2	-0.31360343017096354	0.7574273210238102
400	Zeta_orig	LLR	-0.26430254613543147	0.7945492734007994
400	Zeta_orig	TF-IDF	-0.7908395041319704	0.4393341059946194
400	Zeta_log	Zeta_orig	0.6298715745832538	0.5366929301085205
400	Zeta_log	Zeta_log	0.0	1.0
400	Zeta_log	RRF	6.845532822541059	2.0913756659476987e-06
400	Zeta_log	Eta	0.3982034075118164	0.6951637722956794
400	Zeta_log	Welch	-0.56121724439457	0.5815697766141301
400	Zeta_log	Wilcoxon	0.07555832668956283	0.9406039396111247
400	Zeta_log	KLD	1.3792133043887265	0.18472609073625132
400	Zeta_log	χ2	0.3923933408012362	0.6993752039776042
400	Zeta_log	LLR	0.38758574689356884	0.7028676044337389
400	Zeta_log	TF-IDF	-0.11090057228020221	0.9129224114446857
400	RRF	Zeta_orig	-6.160670888493959	8.123498128834074e-06
400	RRF	Zeta_log	-6.845532822541059	2.0913756659476987e-06
400	RRF	RRF	0.0	1.0
400	RRF	Eta	-5.962781887728	1.216368596742858e-05
400	RRF	Welch	-7.3543824742370765	7.951059453909434e-07
400	RRF	Wilcoxon	-7.2324817547352875	9.992041166211794e-07
400	RRF	KLD	-6.142655916680502	8.425813219151325e-06
400	RRF	χ2	-7.240210730835643	9.847744955415416e-07
400	RRF	LLR	-6.661523527752266	2.9927589846478606e-06
400	RRF	TF-IDF	-7.514035412643154	5.912633112080581e-07
400	Eta	Zeta_orig	0.19000864425730465	0.85142871930239
400	Eta	Zeta_log	-0.3982034075118164	0.6951637722956794
400	Eta	RRF	5.962781887728	1.216368596742858e-05
400	Eta	Eta	0.0	1.0
400	Eta	Welch	-0.917024675299261	0.37125366980795516
400	Eta	Wilcoxon	-0.3519431086744791	0.7289675885785245
400	Eta	KLD	0.8304356617360134	0.4171715972717892
400	Eta	χ2	-0.07911841578262763	0.9378113882020096
400	Eta	LLR	-0.05019242713407171	0.9605218273237498
400	Eta	TF-IDF	-0.5278394834936697	0.6040574627339259
400	Welch	Zeta_orig	1.1817762644244805	0.25267253215375657
400	Welch	Zeta_log	0.56121724439457	0.5815697766141301
400	Welch	RRF	7.3543824742370765	7.951059453909434e-07
400	Welch	Eta	0.917024675299261	0.37125366980795516
400	Welch	Welch	0.0	1.0
400	Welch	Wilcoxon	0.674032256796718	0.5088550198414976
400	Welch	KLD	1.982997983195919	0.06283920953795688
400	Welch	χ2	1.0143648614522451	0.32385043464902974
400	Welch	LLR	0.9623083180303109	0.34864514632104604
400	Welch	TF-IDF	0.49704731366677374	0.6251720962889429
400	Wilcoxon	Zeta_orig	0.5974238755156469	0.5576659956536092
400	Wilcoxon	Zeta_log	-0.07555832668956283	0.9406039396111247
400	Wilcoxon	RRF	7.2324817547352875	9.992041166211794e-07
400	Wilcoxon	Eta	0.3519431086744791	0.7289675885785245
400	Wilcoxon	Welch	-0.674032256796718	0.5088550198414976
400	Wilcoxon	Wilcoxon	0.0	1.0
400	Wilcoxon	KLD	1.411653042635592	0.17510529399707603
400	Wilcoxon	χ2	0.34095347935525505	0.7370860232856628
400	Wilcoxon	LLR	0.3378043816605735	0.7394183064982831
400	Wilcoxon	TF-IDF	-0.20283035492425125	0.841542718831316
400	KLD	Zeta_orig	-0.6738048385746858	0.5089962502706817
400	KLD	Zeta_log	-1.3792133043887265	0.18472609073625132
400	KLD	RRF	6.142655916680502	8.425813219151325e-06
400	KLD	Eta	-0.8304356617360134	0.4171715972717892
400	KLD	Welch	-1.982997983195919	0.06283920953795688
400	KLD	Wilcoxon	-1.411653042635592	0.17510529399707603
400	KLD	KLD	0.0	1.0
400	KLD	χ2	-1.1381217685846745	0.26999217549349874
400	KLD	LLR	-1.0006929547263912	0.33023879790663
400	KLD	TF-IDF	-1.6451520157085642	0.1172882249805385
400	χ2	Zeta_orig	0.31360343017096354	0.7574273210238102
400	χ2	Zeta_log	-0.3923933408012362	0.6993752039776042
400	χ2	RRF	7.240210730835643	9.847744955415416e-07
400	χ2	Eta	0.07911841578262763	0.9378113882020096
400	χ2	Welch	-1.0143648614522451	0.32385043464902974
400	χ2	Wilcoxon	-0.34095347935525505	0.7370860232856628
400	χ2	KLD	1.1381217685846745	0.26999217549349874
400	χ2	χ2	0.0	1.0
400	χ2	LLR	0.028864786764368197	0.9772900600644733
400	χ2	TF-IDF	-0.5608223485052406	0.5818333337460981
400	LLR	Zeta_orig	0.26430254613543147	0.7945492734007994
400	LLR	Zeta_log	-0.38758574689356884	0.7028676044337389
400	LLR	RRF	6.661523527752266	2.9927589846478606e-06
400	LLR	Eta	0.05019242713407171	0.9605218273237498
400	LLR	Welch	-0.9623083180303109	0.34864514632104604
400	LLR	Wilcoxon	-0.3378043816605735	0.7394183064982831
400	LLR	KLD	1.0006929547263912	0.33023879790663
400	LLR	χ2	-0.028864786764368197	0.9772900600644733
400	LLR	LLR	0.0	1.0
400	LLR	TF-IDF	-0.5367405065184953	0.5980191851157688
400	TF-IDF	Zeta_orig	0.7908395041319704	0.4393341059946194
400	TF-IDF	Zeta_log	0.11090057228020221	0.9129224114446857
400	TF-IDF	RRF	7.514035412643154	5.912633112080581e-07
400	TF-IDF	Eta	0.5278394834936697	0.6040574627339259
400	TF-IDF	Welch	-0.49704731366677374	0.6251720962889429
400	TF-IDF	Wilcoxon	0.20283035492425125	0.841542718831316
400	TF-IDF	KLD	1.6451520157085642	0.1172882249805385
400	TF-IDF	χ2	0.5608223485052406	0.5818333337460981
400	TF-IDF	LLR	0.5367405065184953	0.5980191851157688
400	TF-IDF	TF-IDF	0.0	1.0
500	Zeta_orig	Zeta_orig	0.0	1.0
500	Zeta_orig	Zeta_log	-0.32204810564275127	0.7511263941473488
500	Zeta_orig	RRF	6.171717137819612	7.943684814163427e-06
500	Zeta_orig	Eta	0.4889787532529855	0.6307615171918619
500	Zeta_orig	Welch	-0.6039247378533624	0.5534295832940155
500	Zeta_orig	Wilcoxon	-0.23353928945374375	0.8179780160477096
500	Zeta_orig	KLD	0.8522192072626784	0.4052892015756523
500	Zeta_orig	χ2	-0.23749409230198987	0.8149556887488063
500	Zeta_orig	LLR	0.2693390026199907	0.7907320302652932
500	Zeta_orig	TF-IDF	-0.3261760564818923	0.7480528659302506
500	Zeta_log	Zeta_orig	0.32204810564275127	0.7511263941473488
500	Zeta_log	Zeta_log	0.0	1.0
500	Zeta_log	RRF	6.638831401005641	3.1289842196818993e-06
500	Zeta_log	Eta	0.8357301104103515	0.4142632687112249
500	Zeta_log	Welch	-0.2633006105398837	0.795309303419063
500	Zeta_log	Wilcoxon	0.10651546124892101	0.9163515396365567
500	Zeta_log	KLD	1.235383191030925	0.23256992813719907
