"Broughton_ENG18830" "Broughton_ENG18871" "Broughton_ENG18901" "Dickens_ENG18481" "Dickens_ENG18530" "Dickens_ENG18540" "Disraeli_ENG18440" "Disraeli_ENG18450" "Disraeli_ENG18800" "Eliot_ENG18610" "Eliot_ENG18660" "Eliot_ENG18721" "Nesbit_ENG18890" "Nesbit_ENG19020" "Nesbit_ENG19060" "Ouida_ENG18670" "Ouida_ENG18740" "Ouida_ENG18831" "Trollope_ENG18551" "Trollope_ENG18650" "Trollope_ENG18742" "Ward_ENG18880" "Ward_ENG18951" "Ward_ENG19091" "Wells_ENG18952" "Wells_ENG19090" "Wells_ENG19120" "Yonge_ENG18531" "Yonge_ENG18560" "Yonge_ENG18651"
"sharply" 0.0141208034737177 0.00641720381039302 0.00325103870686684 0.00447052249231629 0.00248983318117686 0.000946897962275585 0.00187526957000069 0.000625907565970657 0.00173771004570177 0.00269901890662744 0.00214617605082145 0.00092858557844691 0.00825482649386563 0.00334800877178298 0.00419134905554935 0.00397832607951878 0 0.00515498461237093 0.00272561258142768 0.00310268009506612 0.00239566863111494 0.00717514529669226 0.0122115032360484 0.00296731502499963 0 0.000722564235960577 0.00925002147326414 0.0016826518593303 0.00164933762600939 0.00121717186060948
"thankful" 0.00564832138948706 0.00142604529119845 0.00650207741373369 0.00251466890192791 0.00470301823111185 0.00284069388682676 0.00125017971333379 0 0 0.00539803781325488 0.000536544012705362 0.00185717115689382 0.00206370662346641 0 0.00139711635184978 0.00119349782385563 0.00180060140086789 0.00257749230618547 0.00545122516285535 0.00310268009506612 0 0.00102502075667032 0.00814100215736557 0 0 0 0 0.00588928150765607 0.0112154958568639 0.0137946144202408
"tones" 0 0.00142604529119845 0.00390124644824021 0.000838222967309304 0.00248983318117686 0.000946897962275585 0.00937634785000344 0.00751089079164789 0.00463389345520473 0.0067475472665686 0.00321926407623217 0.00557151347068146 0.00619111987039922 0.00167400438589149 0.0111769308147983 0.00477399129542254 0.00180060140086789 0.00103099692247419 0.00136280629071384 0.000620536019013224 0 0.00205004151334065 0.00407050107868279 0.00148365751249981 0 0.00216769270788173 0.00330357909759433 0.0088339222614841 0.00395841030242255 0.00324579162829194
"birth" 0.000706040173685883 0.00427813587359535 0.00130041548274674 0.00223526124615814 0.00442637009986998 0.00284069388682676 0.00187526957000069 0.00250363026388263 0.00405465677330414 0.00134950945331372 0.00804816019058043 0.00402387083993661 0.00309555993519961 0.00167400438589149 0 0.00636532172723005 0.00540180420260367 0.0118564646084531 0 0.00310268009506612 0.00239566863111494 0.00580845095446516 0 0.00148365751249981 0 0.00144512847192115 0.00264286327807547 0.0016826518593303 0.00164933762600939 0.00202861976768246
"caleb" 0 0 0 0 0 0 0 0 0 0 0 0.0538579635499208 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"changes" 0.00564832138948706 0.00142604529119845 0.00325103870686684 0.00558815311539536 0.00387307383738623 0.00568138777365351 0.00312544928333448 0.00563316809373592 0.00753007686470769 0.00269901890662744 0.0042923521016429 0.00495245641838352 0.00206370662346641 0 0 0.00198916303975939 0.00360120280173578 0.00309299076742256 0.00545122516285535 0.00465402014259918 0 0.00170836792778387 0 0.00148365751249981 0.00304645849200305 0.00505794965172404 0.00462501073663207 0.000841325929665152 0.00164933762600939 0.00162289581414597
"colours" 0.00211812052105765 0.00427813587359535 0.00260083096549348 0.00391170718077675 0.00082994439372562 0.00284069388682676 0.0100014377066703 0.00250363026388263 0.0069508401828071 0.00134950945331372 0.00375580808893754 0.00154764263074485 0.0010318533117332 0 0.0111769308147983 0.0103436478067488 0 0.00618598153484512 0.00272561258142768 0.000620536019013224 0 0.00273338868445419 0 0 0 0.00578051388768462 0.00660715819518867 0.0016826518593303 0.00329867525201879 0.00202861976768246
"enthusiasm" 0.00211812052105765 0.000713022645599224 0.00130041548274674 0.00279407655769768 0.00165988878745124 0.000946897962275585 0.00812616813666965 0.00500726052776526 0.00810931354660828 0 0.0042923521016429 0.00526198494453249 0.0123822397407984 0.0133920350871319 0.00558846540739913 0.000397832607951878 0 0.000515498461237093 0.00681403145356919 0.00186160805703967 0.00239566863111494 0.00717514529669226 0.00407050107868279 0.00148365751249981 0 0.00144512847192115 0.00660715819518867 0.00126198889449773 0.00296880772681691 0.00243434372121896
"flash" 0.0042362410421153 0.00356511322799612 0.012353947086094 0.00167644593461861 0.000553296262483747 0 0.00312544928333448 0.00312953782985329 0.000579236681900591 0.00269901890662744 0.00268272006352681 0.00247622820919176 0.00619111987039922 0.00502201315767447 0.00279423270369956 0.0111393130226526 0.00540180420260367 0.00515498461237093 0 0.000310268009506612 0.00239566863111494 0.00717514529669226 0 0.00445097253749944 0.00609291698400609 0.00433538541576346 0.00528572655615093 0.00252397778899546 0.00131947010080752 0.00243434372121896
"frequently" 0.0042362410421153 0.00427813587359535 0.00195062322412011 0.00558815311539536 0.00636290701856309 0.000946897962275585 0.0168774261300062 0.00563316809373592 0.0191148105027195 0.00539803781325488 0.00268272006352681 0.00154764263074485 0 0 0 0 0 0 0.00408841887214151 0.00310268009506612 0.00239566863111494 0.000683347171113548 0 0 0 0.00361282117980288 0.0019821474585566 0.000841325929665152 0.000659735050403758 0.00162289581414597
"tear" 0.00847248208423059 0.00427813587359535 0.0104033238619739 0.00670578373847443 0.00331977757490248 0.00473448981137793 0.00125017971333379 0.000625907565970657 0.00115847336380118 0 0.000536544012705362 0.0030952852614897 0.0010318533117332 0.00334800877178298 0.00419134905554935 0.00397832607951878 0.00180060140086789 0.00206199384494837 0.00545122516285535 0.00310268009506612 0 0.00239171509889742 0 0.00445097253749944 0 0.00505794965172404 0.00264286327807547 0.00420662964832576 0.00329867525201879 0.00284006767475545
"absorbed" 0.0042362410421153 0.00142604529119845 0.00325103870686684 0.00363229952500699 0.00276648131241873 0.000946897962275585 0.00812616813666965 0.000625907565970657 0.00926778691040946 0.00134950945331372 0.0042923521016429 0.00402387083993661 0.00206370662346641 0.00167400438589149 0 0.00278482825566315 0 0.00412398768989675 0.00272561258142768 0 0 0.0112752283233735 0 0.00593463004999926 0.00304645849200305 0.000722564235960577 0.0019821474585566 0.00336530371866061 0.00164933762600939 0.00365151558182844
"cabinet" 0 0 0 0.000279407655769768 0.00082994439372562 0.00284069388682676 0.0200028754133407 0.0137699664513545 0.038229621005439 0 0.00107308802541072 0.00154764263074485 0 0 0 0.00119349782385563 0 0.000515498461237093 0.00136280629071384 0.00806696824717191 0 0.000683347171113548 0 0.00148365751249981 0 0.00216769270788173 0.00132143163903773 0 0 0
"disturbed" 0.0042362410421153 0.00213906793679767 0.00130041548274674 0.00251466890192791 0.00387307383738623 0.00473448981137793 0.00937634785000344 0.00938861348955986 0.0104262602742106 0.00134950945331372 0.000536544012705362 0.00402387083993661 0.0010318533117332 0 0 0.000795665215903756 0 0.00206199384494837 0.0109024503257107 0.00248214407605289 0.0119783431555747 0.00307506227001097 0.00407050107868279 0.00741828756249907 0 0.000722564235960577 0.00462501073663207 0.00252397778899546 0.00329867525201879 0.00162289581414597
"ends" 0.00847248208423059 0.0149734755575837 0.00585186967236032 0.00223526124615814 0.00359642570614436 0.00757518369820468 0.00125017971333379 0.00125181513194131 0.00231694672760237 0 0.00643852815246435 0.00495245641838352 0.00206370662346641 0.00669601754356596 0.00698558175924891 0.00119349782385563 0 0.00103099692247419 0.00136280629071384 0.00155134004753306 0.00239566863111494 0.00512510378335161 0.00407050107868279 0 0 0.00650307812364519 0.0059464423756698 0.00126198889449773 0.000989602575605637 0.00121717186060948
"memories" 0.00211812052105765 0 0.00455145418961358 0.000279407655769768 0 0.000946897962275585 0.000625089856666896 0.00250363026388263 0.00231694672760237 0.00404852835994116 0.00751161617787507 0.00278575673534073 0.010318533117332 0.00334800877178298 0.00279423270369956 0.0091501499828932 0 0.0118564646084531 0 0 0 0.00478343019779484 0.00407050107868279 0.00890194507499889 0 0.0202317986068962 0.00925002147326414 0.000841325929665152 0.000329867525201879 0
"niece" 0 0 0 0.00307348421346745 0.00165988878745124 0.000946897962275585 0.00750107828000275 0 0.000579236681900591 0.0107960756265098 0.000536544012705362 0.00588104199683043 0 0.00334800877178298 0 0 0 0 0 0.0158236684848372 0 0.00170836792778387 0.0122115032360484 0 0 0 0.00264286327807547 0.00210331482416288 0.00593761545363382 0.0105488227919488
"parts" 0.00211812052105765 0.00213906793679767 0.00195062322412011 0.00195585359038838 0.00331977757490248 0.0066282857359291 0.00250035942666758 0.0106404286215012 0.00405465677330414 0.0148446039864509 0.00643852815246435 0.00278575673534073 0.00619111987039922 0.00502201315767447 0.00419134905554935 0.00238699564771127 0.00180060140086789 0.000515498461237093 0.00136280629071384 0.00248214407605289 0.00958267452445978 0.00512510378335161 0.00407050107868279 0.00148365751249981 0.0121858339680122 0.00216769270788173 0 0.00252397778899546 0.00263894020161503 0.00284006767475545
"smiles" 0.0155328838210894 0.00855627174719069 0.0110535316033473 0.00251466890192791 0.00193653691869311 0 0.00187526957000069 0.00312953782985329 0.00579236681900591 0.00134950945331372 0.00268272006352681 0.00092858557844691 0.00206370662346641 0.00334800877178298 0 0.00119349782385563 0.00180060140086789 0.00206199384494837 0.00408841887214151 0.00248214407605289 0 0.00512510378335161 0.00407050107868279 0.00296731502499963 0.00304645849200305 0.00216769270788173 0.0019821474585566 0.00378596668349319 0.00395841030242255 0.00405723953536493
"sprang" 0.00141208034737177 0 0.000650207741373369 0.00111763062307907 0 0.000946897962275585 0.0100014377066703 0.0087627059235892 0.00231694672760237 0 0.00160963203811609 0.00030952852614897 0.0154777996759981 0.00502201315767447 0.00698558175924891 0.00517182390337442 0.00360120280173578 0.00670147999608221 0 0.000930804028519835 0.00239566863111494 0.00990853398114645 0.0122115032360484 0.0118692600999985 0 0.00216769270788173 0.00264286327807547 0.00294464075382803 0.00329867525201879 0.00324579162829194
"stir" 0.00494228121580118 0.0028520905823969 0.00455145418961358 0.00335289186923722 0.00221318504993499 0.00284069388682676 0.00687598842333585 0.0112663361874718 0.00289618340950296 0.00134950945331372 0.000536544012705362 0.00216669968304279 0.00515926655866602 0 0 0.0035804934715669 0.00720240560347156 0.00618598153484512 0.00408841887214151 0.00124107203802645 0.00479133726222989 0.00580845095446516 0 0.00148365751249981 0.0182787509520183 0.000722564235960577 0.00330357909759433 0.00378596668349319 0.00263894020161503 0.00121717186060948
"stopping" 0.00706040173685883 0.00499115851919457 0.00195062322412011 0.0111763062307907 0.00691620328104684 0.00473448981137793 0.000625089856666896 0.00250363026388263 0 0.00134950945331372 0.00375580808893754 0.00092858557844691 0.00309555993519961 0.00167400438589149 0.00279423270369956 0.000397832607951878 0 0.00154649538371128 0.00545122516285535 0.00310268009506612 0.00479133726222989 0.00478343019779484 0.00407050107868279 0.00296731502499963 0.0121858339680122 0.00216769270788173 0.000660715819518867 0.0016826518593303 0.00296880772681691 0.00121717186060948
"unpleasant" 0.00141208034737177 0.0028520905823969 0.00715228515510706 0.00139703827884884 0.00248983318117686 0 0 0 0 0.0067475472665686 0.0150232323557501 0.0126906695721078 0.0010318533117332 0 0.00419134905554935 0.000397832607951878 0 0 0 0.00558482417111901 0.00239566863111494 0.00273338868445419 0 0.00148365751249981 0.0182787509520183 0.000722564235960577 0.00264286327807547 0.00546861854282349 0.00230907267641315 0.00162289581414597
"audience" 0.000706040173685883 0.00142604529119845 0.00130041548274674 0.00195585359038838 0.00193653691869311 0.00473448981137793 0.00937634785000344 0.00375544539582394 0.00463389345520473 0.00134950945331372 0.0112674242668126 0.00588104199683043 0.0113503864290652 0 0.0181625125740472 0.00119349782385563 0 0.00103099692247419 0.00817683774428303 0.000310268009506612 0 0.00580845095446516 0 0 0.00304645849200305 0.00650307812364519 0.00330357909759433 0.000841325929665152 0.00164933762600939 0.00121717186060948
"completely" 0.0042362410421153 0.00713022645599224 0.00650207741373369 0.00363229952500699 0.00304312944366061 0.00189379592455117 0.00250035942666758 0.00312953782985329 0.00463389345520473 0.00134950945331372 0.00321926407623217 0.00154764263074485 0.00722297318213243 0.00334800877178298 0.00139711635184978 0 0 0 0.00681403145356919 0.00124107203802645 0 0.00273338868445419 0 0.00148365751249981 0.00609291698400609 0.0108384635394087 0.009910737292783 0.00588928150765607 0.00296880772681691 0.00324579162829194
"cook" 0.000706040173685883 0.00570418116479379 0 0.0114557138865605 0.0124491659058843 0 0.000625089856666896 0.000625907565970657 0.00173771004570177 0 0.00214617605082145 0.00123811410459588 0 0.0100440263153489 0.00558846540739913 0.00159133043180751 0 0 0 0.00310268009506612 0.0239566863111494 0.00170836792778387 0 0 0 0.00433538541576346 0.0059464423756698 0.000420662964832576 0.00197920515121127 0.00121717186060948
"fetch" 0.0042362410421153 0.00213906793679767 0.00520166193098695 0.00335289186923722 0.00331977757490248 0.00568138777365351 0.000625089856666896 0.00375544539582394 0 0.0175436228930784 0.00160963203811609 0.00495245641838352 0.0010318533117332 0.0100440263153489 0.00838269811109869 0.00119349782385563 0 0.00360848922865965 0.00272561258142768 0.00186160805703967 0.00479133726222989 0.000683347171113548 0.0203525053934139 0 0 0.000722564235960577 0.0019821474585566 0.00715127040215379 0.00593761545363382 0.00284006767475545
"finally" 0.00211812052105765 0.00142604529119845 0.00195062322412011 0.00391170718077675 0.00331977757490248 0.0066282857359291 0.00687598842333585 0.00563316809373592 0.00231694672760237 0 0.00482889611434826 0.00371434231378764 0.0010318533117332 0.00167400438589149 0 0.00238699564771127 0 0.00154649538371128 0.00408841887214151 0.000930804028519835 0.00239566863111494 0.00307506227001097 0.00407050107868279 0.0148365751249981 0 0.00794820659556635 0.00528572655615093 0.0016826518593303 0.00428827782762443 0.00486868744243791
"informed" 0.000706040173685883 0.00142604529119845 0.00130041548274674 0.00558815311539536 0.00663955514980496 0.00284069388682676 0.0125017971333379 0.00500726052776526 0.00753007686470769 0.00134950945331372 0.00321926407623217 0.00433339936608558 0.0010318533117332 0.00334800877178298 0 0 0 0 0.00817683774428303 0.00279241208555951 0 0.00444175661223806 0 0.00445097253749944 0 0.00144512847192115 0.00330357909759433 0.00252397778899546 0.00164933762600939 0.00243434372121896
"knife" 0.00353020086842941 0.00855627174719069 0.00390124644824021 0.00447052249231629 0.00359642570614436 0.00284069388682676 0.00187526957000069 0.000625907565970657 0 0.0161941134397646 0.00268272006352681 0.00216669968304279 0.0010318533117332 0.00167400438589149 0.00419134905554935 0.0035804934715669 0.00180060140086789 0.0216509353719579 0 0.00248214407605289 0.00239566863111494 0.000683347171113548 0 0.00296731502499963 0.00304645849200305 0.00289025694384231 0.00528572655615093 0.00210331482416288 0.000329867525201879 0
"leg" 0.0042362410421153 0.00427813587359535 0.00195062322412011 0.00558815311539536 0.00387307383738623 0.0104158775850314 0.000625089856666896 0.00187772269791197 0.000579236681900591 0.0067475472665686 0.0042923521016429 0.00526198494453249 0.0010318533117332 0 0.00558846540739913 0.00238699564771127 0.00180060140086789 0.00206199384494837 0.00817683774428303 0.00155134004753306 0.0167696804178046 0.00170836792778387 0 0 0 0.00289025694384231 0.0158571796684528 0.000841325929665152 0.000659735050403758 0.00243434372121896
"level" 0.00353020086842941 0.00427813587359535 0.00390124644824021 0.00251466890192791 0.00331977757490248 0.00189379592455117 0.000625089856666896 0.00187772269791197 0 0.00134950945331372 0.00912124821599116 0.00650009904912837 0.00206370662346641 0.00334800877178298 0.00558846540739913 0.00676315433518193 0.00360120280173578 0.0077324769185564 0.00136280629071384 0 0 0.00375840944112452 0.00814100215736557 0.00148365751249981 0.00304645849200305 0.00650307812364519 0.00660715819518867 0.00294464075382803 0.000659735050403758 0.00121717186060948
"native" 0.00211812052105765 0.00142604529119845 0.00195062322412011 0.0114557138865605 0.00248983318117686 0.00378759184910234 0.00937634785000344 0.0087627059235892 0.00289618340950296 0.00809705671988232 0.00536544012705362 0.00340481378763867 0.0010318533117332 0.00167400438589149 0 0.00517182390337442 0 0.00412398768989675 0.00136280629071384 0 0 0.0013666943422271 0 0.00296731502499963 0 0.00216769270788173 0.000660715819518867 0.00294464075382803 0.00131947010080752 0.00162289581414597
"rarely" 0.000706040173685883 0.0028520905823969 0 0.00363229952500699 0.00331977757490248 0.00284069388682676 0.00750107828000275 0.00563316809373592 0.0179563371389183 0.0067475472665686 0.00268272006352681 0.0030952852614897 0.00206370662346641 0.00167400438589149 0.00139711635184978 0.00636532172723005 0.00360120280173578 0.00309299076742256 0.00272561258142768 0.00310268009506612 0.00479133726222989 0.00307506227001097 0.00407050107868279 0.00296731502499963 0.0121858339680122 0.00289025694384231 0.00264286327807547 0.000420662964832576 0 0
"remarked" 0 0.00213906793679767 0 0.00223526124615814 0.00138324065620937 0.00284069388682676 0.00687598842333585 0.00187772269791197 0.00579236681900591 0.00269901890662744 0.00107308802541072 0.00278575673534073 0.00515926655866602 0.00669601754356596 0.00838269811109869 0 0 0 0.00408841887214151 0.00124107203802645 0.00239566863111494 0.00649179812557871 0 0.00445097253749944 0.0121858339680122 0.0158964131911327 0.0224643378636415 0.00294464075382803 0.000329867525201879 0.00121717186060948
"striking" 0.00847248208423059 0.0028520905823969 0.00325103870686684 0.00419111483654652 0.00193653691869311 0.00189379592455117 0.00500071885333517 0.00187772269791197 0.00579236681900591 0.00269901890662744 0.00697507216516971 0.00680962757527734 0.00309555993519961 0 0.00139711635184978 0.00278482825566315 0.00180060140086789 0.00515498461237093 0 0.000930804028519835 0.00479133726222989 0.00683347171113548 0.0122115032360484 0.00148365751249981 0.00609291698400609 0 0.00132143163903773 0.00126198889449773 0.00164933762600939 0.00243434372121896
"suggestion" 0.0148268436474035 0.00356511322799612 0.0156049857929609 0.00251466890192791 0.00110659252496749 0.00189379592455117 0.00250035942666758 0.00125181513194131 0.00173771004570177 0.00404852835994116 0.00643852815246435 0.0030952852614897 0.00825482649386563 0.00167400438589149 0.00279423270369956 0.000397832607951878 0 0 0.00272561258142768 0.00217187606654628 0.00718700589334483 0.0013666943422271 0.00407050107868279 0 0.0152322924600152 0.00650307812364519 0.00925002147326414 0 0.00263894020161503 0.00324579162829194
"sum" 0.00282416069474353 0.00356511322799612 0.00130041548274674 0.00195585359038838 0.00276648131241873 0.0132565714718582 0.00500071885333517 0.00563316809373592 0.00347542009140355 0.00269901890662744 0.00536544012705362 0.00773821315372425 0.00309555993519961 0.00167400438589149 0 0.00159133043180751 0.00180060140086789 0.00206199384494837 0.0122652566164245 0.00558482417111901 0 0.00239171509889742 0 0.00148365751249981 0 0.000722564235960577 0.00132143163903773 0.00294464075382803 0.00230907267641315 0.00202861976768246
"touching" 0.00282416069474353 0.00713022645599224 0.00520166193098695 0.00502933780385583 0.00580961075607934 0.00189379592455117 0.00187526957000069 0.00375544539582394 0.00405465677330414 0.00134950945331372 0.00214617605082145 0.00340481378763867 0.0010318533117332 0 0.00279423270369956 0.0035804934715669 0.00540180420260367 0.00309299076742256 0.00408841887214151 0.00186160805703967 0 0.00307506227001097 0 0 0.00913937547600914 0.00650307812364519 0.00660715819518867 0.00252397778899546 0.000989602575605637 0.00284006767475545
"attack" 0 0.00213906793679767 0.00130041548274674 0.00139703827884884 0.000553296262483747 0 0.00125017971333379 0.00125181513194131 0.00405465677330414 0.00269901890662744 0.0042923521016429 0.00402387083993661 0.00515926655866602 0 0.00279423270369956 0.00556965651132629 0 0.00206199384494837 0.0204420943607076 0.00248214407605289 0.00718700589334483 0.00888351322447613 0 0.00741828756249907 0 0.00361282117980288 0.0039642949171132 0.00252397778899546 0.00494801287802818 0.00446296348890142
"flying" 0.0042362410421153 0.00499115851919457 0.00325103870686684 0.00474993014808606 0.00331977757490248 0.00189379592455117 0.00250035942666758 0.00375544539582394 0.00173771004570177 0 0.00268272006352681 0.00247622820919176 0.00206370662346641 0.00167400438589149 0 0.00954798259084508 0.00900300700433945 0.00309299076742256 0 0.00124107203802645 0 0.00341673585556774 0.00407050107868279 0 0.00304645849200305 0.0115610277753692 0.0039642949171132 0.00294464075382803 0.00329867525201879 0.00121717186060948
"knocked" 0.000706040173685883 0.00499115851919457 0.000650207741373369 0.00530874545962559 0.00553296262483747 0.00378759184910234 0.000625089856666896 0.00625907565970657 0.00115847336380118 0.00404852835994116 0.00214617605082145 0.00216669968304279 0.00412741324693282 0.0100440263153489 0 0.00477399129542254 0.00540180420260367 0.00103099692247419 0.00136280629071384 0.00372321611407934 0.00718700589334483 0.00239171509889742 0.00814100215736557 0.00148365751249981 0 0.00144512847192115 0 0.00715127040215379 0.00428827782762443 0.00284006767475545
"missed" 0.00211812052105765 0.000713022645599224 0.00325103870686684 0.00195585359038838 0.00221318504993499 0.00946897962275585 0.00375053914000138 0.00187772269791197 0.00347542009140355 0 0.00160963203811609 0.00216669968304279 0.00722297318213243 0.00502201315767447 0.00279423270369956 0.00477399129542254 0.0144048112069431 0.00206199384494837 0 0.000930804028519835 0 0.00307506227001097 0.0122115032360484 0.00741828756249907 0.00913937547600914 0.00216769270788173 0.0079285898342264 0.00420662964832576 0.00560774792843194 0.00446296348890142
"occupation" 0.00776644191054471 0.00570418116479379 0.00585186967236032 0.00279407655769768 0.00304312944366061 0.00189379592455117 0.00250035942666758 0.00187772269791197 0.00173771004570177 0.00269901890662744 0.00268272006352681 0.00588104199683043 0.00309555993519961 0.00167400438589149 0 0.00159133043180751 0 0 0.00408841887214151 0.00217187606654628 0.00239566863111494 0.00102502075667032 0 0 0.00304645849200305 0.000722564235960577 0.00528572655615093 0.00588928150765607 0.00593761545363382 0.00811447907072986
"possibility" 0.00706040173685883 0.00213906793679767 0.00715228515510706 0.00502933780385583 0.00359642570614436 0.00378759184910234 0.00312544928333448 0.00187772269791197 0.00173771004570177 0.0121455850798235 0.011803968279518 0.00588104199683043 0.00206370662346641 0 0 0.00278482825566315 0 0.000515498461237093 0 0.00124107203802645 0 0.00273338868445419 0 0 0.00913937547600914 0.00361282117980288 0.0059464423756698 0.000841325929665152 0.00131947010080752 0.00243434372121896
"press" 0.00635436156317294 0.00142604529119845 0.000650207741373369 0.00251466890192791 0.00193653691869311 0.00189379592455117 0.00500071885333517 0.00375544539582394 0.00405465677330414 0.00404852835994116 0.00160963203811609 0.00092858557844691 0.0010318533117332 0.00167400438589149 0.00558846540739913 0.00556965651132629 0.00900300700433945 0.00206199384494837 0.0231677069421352 0.00372321611407934 0 0.00410008302668129 0 0.00593463004999926 0.00304645849200305 0.00433538541576346 0.00462501073663207 0.00126198889449773 0.00263894020161503 0.00486868744243791
"raise" 0.00282416069474353 0.00427813587359535 0.00195062322412011 0.00419111483654652 0.0041497219686281 0.00568138777365351 0.000625089856666896 0.00312953782985329 0.00405465677330414 0.00269901890662744 0.00536544012705362 0.00340481378763867 0.00412741324693282 0 0.00419134905554935 0.00517182390337442 0 0.00309299076742256 0.00408841887214151 0.00558482417111901 0 0.00205004151334065 0 0 0 0 0.0019821474585566 0.00504795557799091 0.00395841030242255 0.00243434372121896
"surrounded" 0 0 0.000650207741373369 0.00195585359038838 0.00387307383738623 0.00284069388682676 0.0193777855566738 0.0143958740173251 0.00637160350090651 0.00134950945331372 0.00536544012705362 0.00123811410459588 0.00412741324693282 0 0.00419134905554935 0.00238699564771127 0.00180060140086789 0.00154649538371128 0.00817683774428303 0.00248214407605289 0.00239566863111494 0.00410008302668129 0 0.00296731502499963 0.00913937547600914 0.00144512847192115 0.0019821474585566 0.00126198889449773 0.000989602575605637 0.00243434372121896
"admitted" 0.00211812052105765 0.000713022645599224 0.00455145418961358 0.00335289186923722 0.00359642570614436 0.00284069388682676 0.00437562899666827 0.00375544539582394 0.00926778691040946 0.00134950945331372 0.00321926407623217 0.00278575673534073 0.00412741324693282 0.00502201315767447 0.00279423270369956 0.000795665215903756 0 0 0.00681403145356919 0.00434375213309256 0.00239566863111494 0.00546677736890839 0 0.0133529176124983 0.00304645849200305 0.00289025694384231 0.00462501073663207 0.00126198889449773 0.00296880772681691 0.00243434372121896
"blank" 0.0112966427789741 0.00784324910159147 0.00195062322412011 0.00195585359038838 0.00636290701856309 0.000946897962275585 0.00125017971333379 0.00125181513194131 0.000579236681900591 0.00944656617319604 0.00268272006352681 0.00433339936608558 0.00412741324693282 0.00669601754356596 0.00419134905554935 0.0035804934715669 0.00540180420260367 0.00876347384103058 0.00136280629071384 0.000930804028519835 0.00239566863111494 0.00102502075667032 0 0.00148365751249981 0.00913937547600914 0.00144512847192115 0.0019821474585566 0.0016826518593303 0.00296880772681691 0.00324579162829194
"kill" 0.0042362410421153 0.00926929439278991 0.00390124644824021 0.000838222967309304 0.000553296262483747 0.00189379592455117 0 0.000625907565970657 0.00115847336380118 0.00134950945331372 0.00107308802541072 0.00154764263074485 0.00619111987039922 0.00502201315767447 0.00698558175924891 0.0159133043180751 0.00720240560347156 0.0128874615309273 0.00136280629071384 0.00372321611407934 0.00479133726222989 0.00239171509889742 0.00814100215736557 0.00148365751249981 0.00304645849200305 0.000722564235960577 0.00462501073663207 0.000420662964832576 0.00197920515121127 0.00121717186060948
"mild" 0.00353020086842941 0.00427813587359535 0.00260083096549348 0.00894104498463258 0.00276648131241873 0.00473448981137793 0.00437562899666827 0.00563316809373592 0.00173771004570177 0.0067475472665686 0.00375580808893754 0.00557151347068146 0.0010318533117332 0 0.00139711635184978 0.000397832607951878 0 0.00154649538371128 0.00953964403499686 0.00341294810457273 0 0.00410008302668129 0 0.0103856025874987 0.00304645849200305 0.000722564235960577 0.0019821474585566 0.0016826518593303 0.00131947010080752 0.00121717186060948
"puts" 0.00635436156317294 0.012834407620786 0.0221070632066945 0.00502933780385583 0.0138324065620937 0.000946897962275585 0 0.00125181513194131 0 0.00269901890662744 0.00268272006352681 0.00092858557844691 0.0010318533117332 0 0 0 0.00180060140086789 0 0 0 0 0.00239171509889742 0 0.00148365751249981 0 0.00361282117980288 0.0019821474585566 0.0016826518593303 0.000989602575605637 0.00121717186060948
"rachael" 0 0 0 0 0.00636290701856309 0.138247102492235 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000405723953536493
"recognised" 0.00141208034737177 0 0.00325103870686684 0.00502933780385583 0.00248983318117686 0.000946897962275585 0.0125017971333379 0.0100145210555305 0.0133224436837136 0.00269901890662744 0.00321926407623217 0 0.00206370662346641 0 0 0.00636532172723005 0 0.00206199384494837 0.00681403145356919 0.00186160805703967 0 0.00580845095446516 0 0.00148365751249981 0 0.00289025694384231 0 0.00336530371866061 0.000659735050403758 0.00121717186060948
"ruined" 0 0.000713022645599224 0.000650207741373369 0.00335289186923722 0.00304312944366061 0.00378759184910234 0.00125017971333379 0.00250363026388263 0.00521313013710532 0 0.0042923521016429 0.00061905705229794 0.00412741324693282 0.00837002192945746 0.00139711635184978 0.00994581519879695 0.00180060140086789 0.00670147999608221 0.00817683774428303 0.00744643222815868 0.00718700589334483 0.00170836792778387 0 0.00445097253749944 0.00304645849200305 0.00361282117980288 0.00132143163903773 0.00294464075382803 0.00164933762600939 0.00243434372121896
"smooth" 0.00494228121580118 0.0114083623295876 0.00520166193098695 0.00642637608270467 0.0041497219686281 0.00189379592455117 0.00125017971333379 0 0 0.00539803781325488 0.00268272006352681 0.00030952852614897 0.00206370662346641 0.00167400438589149 0.0139711635184978 0.00198916303975939 0 0.0072169784573193 0.00408841887214151 0.00124107203802645 0.00239566863111494 0.00239171509889742 0 0.00148365751249981 0 0 0.00330357909759433 0.00546861854282349 0.00461814535282631 0.00284006767475545
